,Image,F1,Jaccard,Recall,Precision
90,2936.png,0.9299533022014677,0.8690773067331671,0.9435920577617328,0.9167032003507234
91,1579.png,0.9502677888293802,0.9052478134110787,0.9627906976744186,0.9380664652567976
92,678.png,0.9316973415132924,0.8721286370597243,0.8734662576687117,0.9982471516213848
93,555.png,0.9601518026565465,0.9233576642335767,0.933579335793358,0.98828125
94,1885.png,0.8566037735849057,0.7491749174917491,0.934156378600823,0.7909407665505227
95,2471.png,0.5631678189817725,0.39195100612423445,1.0,0.39195100612423445
96,1769.png,0.9645464025026069,0.9315206445115811,0.9400406504065041,0.9903640256959315
97,1720.png,0.7697160883280757,0.6256410256410256,0.6354166666666666,0.976
98,2465.png,0.7255840135097101,0.5693462897526502,0.9923017705927637,0.5718722271517303
99,2255.png,0.22131814483319773,0.12442817932296432,0.12442817932296432,1.0
100,1960.png,0.0,0.0,0.0,0.0
101,21.png,0.9596589045588717,0.9224464060529635,0.9792503346720214,0.9408360128617363
102,26.png,0.9360613810741688,0.8798076923076923,0.9336734693877551,0.9384615384615385
103,2405.png,0.8846729905142287,0.7931960608773501,0.8039927404718693,0.9833518312985572
104,335.png,0.8913308913308914,0.8039647577092511,0.8147321428571429,0.9838274932614556
105,893.png,0.9442622950819672,0.8944099378881988,0.9310344827586207,0.9578713968957872
106,2606.png,0.7485743908761016,0.5981772990886496,0.6621828187098746,0.8608903020667726
107,11.png,0.9650976625040025,0.932549504950495,0.9598726114649682,0.9703799098518996
108,2980.png,0.9140625,0.841726618705036,0.8592411260709915,0.9763560500695411
109,3011.png,0.0,0.0,0.0,0.0
110,717.png,0.5522485335650663,0.381452581032413,0.3853850818677987,0.9739463601532568
111,277.png,0.97602523659306,0.9531731361675909,0.9638629283489096,0.9884984025559106
112,2979.png,0.7309284447072738,0.575955265610438,0.7454764776839565,0.7169373549883991
113,2275.png,0.9099470276633314,0.8347732181425486,0.9632398753894081,0.8622420524261015
114,1866.png,0.5476833575732392,0.3771101573676681,0.3771101573676681,1.0
115,1344.png,0.9286898839137645,0.8668730650154799,0.8668730650154799,1.0
116,2137.png,0.6761019005256773,0.5106902871105681,0.7007544006705784,0.653125
117,2072.png,0.5505869200670765,0.3798688777477825,0.799512987012987,0.4198635976129582
118,1137.png,0.89058039961941,0.8027444253859348,0.8055077452667814,0.9957446808510638
119,1906.png,0.9156202913108991,0.8443723946271422,0.935351462288353,0.896704377766847
120,1495.png,0.9561146869514335,0.9159192825112108,0.9337142857142857,0.9796163069544365
121,694.png,0.9366515837104072,0.8808510638297873,0.9210233592880979,0.952819332566168
122,336.png,0.9666221628838452,0.9354005167958657,0.9451697127937336,0.9890710382513661
123,1560.png,0.9501084598698482,0.9049586776859504,0.9521739130434783,0.948051948051948
124,1546.png,0.9535113748763601,0.9111531190926276,0.9717741935483871,0.9359223300970874
125,1969.png,0.7843322321849929,0.6451863354037267,0.956271576524741,0.6648
126,2459.png,0.932412907368759,0.8733834586466166,0.9198606271777003,0.9453125
127,587.png,0.9678321678321679,0.9376693766937669,0.9402173913043478,0.9971181556195965
128,2662.png,0.7185122569737954,0.5606860158311345,0.6677140612725845,0.777676120768527
129,2930.png,0.6318767683118516,0.4618566176470588,1.0,0.4618566176470588
130,943.png,0.926052332195677,0.8622881355932204,0.9667458432304038,0.888646288209607
131,1794.png,0.6476868327402135,0.4789473684210526,0.4789473684210526,1.0
132,3043.png,0.37640246109301484,0.231832367365136,0.9980806142034548,0.231935771632471
133,2380.png,0.9441172621384636,0.8941497273177987,0.9199183881662841,0.9696236559139785
134,126.png,0.9587458745874587,0.9207606973058637,0.9847457627118644,0.9340836012861736
135,1147.png,0.9221183800623053,0.8554913294797688,0.9507494646680942,0.8951612903225806
136,1883.png,0.8832214765100671,0.7908653846153846,0.7908653846153846,1.0
137,2176.png,0.9226625625240477,0.8564285714285714,0.9287374128582494,0.9166666666666666
138,2304.png,0.8181474480151228,0.6922584772872681,0.6967160334835801,0.9908424908424909
139,369.png,0.9313154831199069,0.8714596949891068,0.8714596949891068,1.0
140,2228.png,0.8666666666666667,0.7647058823529411,0.8700787401574803,0.86328125
141,2114.png,0.9228130360205832,0.856687898089172,0.9933530280649926,0.8616271620755925
142,451.png,0.9232386961093586,0.857421875,0.857421875,1.0
143,1916.png,0.5348837209302325,0.36507936507936506,0.36519766688269606,0.999113475177305
144,2349.png,0.22107081174438686,0.12427184466019417,0.12427184466019417,1.0
145,2530.png,0.5280839895013123,0.3587731811697575,0.8496621621621622,0.38309215536938307
146,1419.png,0.97339593114241,0.948170731707317,0.9810725552050473,0.9658385093167702
147,86.png,0.9170013386880856,0.8467243510506799,0.9688826025459689,0.8703939008894537
148,2725.png,0.8830313014827018,0.7905604719764012,0.9403508771929825,0.8322981366459627
149,1013.png,0.8952702702702703,0.8103975535168195,0.8548387096774194,0.9397163120567376
150,777.png,0.697215777262181,0.5351736420302761,0.9231950844854071,0.5601118359739049
151,2995.png,0.6395614435815441,0.47011417058428473,0.5677210056772101,0.7322175732217573
152,2992.png,0.9610212765957447,0.9249672346002621,0.9425709515859766,0.9802083333333333
153,1968.png,0.8549465240641712,0.7466433158201985,0.8549465240641712,0.8549465240641712
154,1191.png,0.9117903930131004,0.8378812199036918,0.8642384105960265,0.9648798521256932
155,2956.png,0.8779599271402551,0.7824675324675324,0.796957671957672,0.9772911597729116
156,2187.png,0.7792875504957767,0.6383874849578821,0.9953095684803002,0.6403138201569101
157,2248.png,0.8608955223880597,0.7557651991614256,0.7905701754385965,0.944954128440367
158,1452.png,0.9200415368639667,0.8519230769230769,0.8686274509803922,0.977924944812362
159,2525.png,0.6700238536973231,0.5037863690713431,0.8907681465821,0.5369583687340697
160,1108.png,0.7263294422827496,0.570264765784114,0.6779661016949152,0.7821229050279329
161,2787.png,0.7886435331230284,0.6510416666666666,0.6906077348066298,0.9191176470588235
162,602.png,0.8579285059578369,0.7512038523274478,0.7518072289156627,0.9989327641408752
163,227.png,0.8502415458937198,0.7394957983193278,0.9263157894736842,0.7857142857142857
164,1567.png,0.0,0.0,0.0,0.0
165,1076.png,0.0,0.0,0.0,0.0
166,2565.png,0.9410359755187342,0.8886382858753876,0.899030233884769,0.9871594112120263
167,1075.png,0.04885343968095713,0.025038323965252938,0.02768361581920904,0.2076271186440678
168,824.png,0.31489568170790877,0.1868701410883962,0.1868701410883962,1.0
169,2543.png,0.9604863221884499,0.9239766081871345,0.9838107098381071,0.9382422802850356
170,460.png,0.9276094276094277,0.8649921507064364,0.8773885350318471,0.9839285714285714
171,1751.png,0.9361702127659575,0.88,0.9029850746268657,0.9718875502008032
172,1390.png,0.9206798866855525,0.8530183727034121,0.8541392904073587,0.9984639016897081
173,754.png,0.530438484461473,0.3609501738122827,0.3755274261603376,0.9028985507246376
174,117.png,0.6053220591892564,0.4340228245363766,0.4547832585949178,0.9048327137546468
175,941.png,0.8347826086956521,0.7164179104477612,0.7164179104477612,1.0
176,347.png,0.9092284417549168,0.8335644937586685,0.9397967161845192,0.8805860805860806
177,247.png,0.9047619047619048,0.8260869565217391,0.9661016949152542,0.8507462686567164
178,837.png,0.554675118858954,0.38377192982456143,0.390625,0.9562841530054644
179,1225.png,0.9009584664536742,0.8197674418604651,0.8650306748466258,0.94
180,1428.png,0.9554140127388535,0.9146341463414634,0.9164969450101833,0.9977827050997783
181,2926.png,0.0,0.0,0.0,0.0
182,1774.png,0.8799034399517199,0.7855603448275862,0.9630118890356671,0.81
183,2107.png,0.8892601431980907,0.8006016330038677,0.8407039711191335,0.9437689969604863
184,552.png,0.9265143992055611,0.8630897317298798,0.9395770392749244,0.9138099902056807
185,925.png,0.9414448669201521,0.889367816091954,0.9183976261127597,0.9656786271450858
186,284.png,0.0,0.0,0.0,0.0
187,2780.png,0.0,0.0,0.0,0.0
188,860.png,0.883183568677792,0.7908045977011494,0.8050549964895858,0.9781063406312198
189,375.png,0.9760595850328072,0.9532386560443367,0.965952965952966,0.9863799283154122
190,834.png,0.8970940170940171,0.8133911965282083,0.9194113524877365,0.8758344459279038
191,2642.png,0.0,0.0,0.0,0.0
192,1375.png,0.835509138381201,0.7174887892376681,0.9937888198757764,0.7207207207207207
193,681.png,0.9834188709040663,0.967378640776699,0.9741885021509582,0.9928258270227183
194,384.png,0.9690771852934015,0.940009447331129,0.9793307086614174,0.9590361445783132
195,2154.png,0.0,0.0,0.0,0.0
196,1657.png,0.9310344827586207,0.8709677419354839,0.9529411764705882,0.9101123595505618
197,69.png,0.9541930937279774,0.9123989218328841,0.9741007194244604,0.9350828729281768
198,1568.png,0.9166666666666666,0.8461538461538461,0.8878923766816144,0.9473684210526315
199,222.png,0.975609756097561,0.9523809523809523,0.9541062801932367,0.998104864181933
200,269.png,0.878133102852204,0.7827426810477658,0.9338235294117647,0.8287112561174551
201,3041.png,0.0,0.0,0.0,0.0
202,1043.png,0.8970380818053597,0.8132992327365729,0.8206451612903226,0.9891135303265941
203,2479.png,0.7953216374269005,0.6601941747572816,0.7447346251053075,0.8532818532818532
204,2550.png,0.42559109874826145,0.2703180212014134,0.2703180212014134,1.0
205,393.png,0.0,0.0,0.0,0.0
206,110.png,0.0,0.0,0.0,0.0
207,3033.png,0.48621710014016506,0.3211934156378601,0.32372459560348404,0.9762351469668543
208,2233.png,0.5922330097087378,0.4206896551724138,0.8534979423868313,0.4534324442501093
209,2965.png,0.34093376764386535,0.2054973821989529,0.20612691466083152,0.9853556485355649
210,581.png,0.9731800766283525,0.9477611940298507,0.9806949806949807,0.9657794676806084
211,1089.png,0.7622903412377097,0.6158878504672897,0.6181988742964353,0.9939668174962293
212,2627.png,0.0,0.0,0.0,0.0
213,1411.png,0.12422360248447205,0.06622516556291391,0.06622516556291391,1.0
214,244.png,0.9550724637681159,0.9140083217753121,0.9294781382228491,0.9821162444113264
215,2609.png,0.9089118660758247,0.8330324909747292,0.8642322097378277,0.9584631360332295
216,855.png,0.8235988200589971,0.7001003009027081,0.993594306049822,0.7032745591939547
217,2909.png,0.8608309802339653,0.7556657223796034,0.7715112075198843,0.9735401459854015
218,1207.png,0.8986486486486487,0.8159509202453987,0.8159509202453987,1.0
219,2593.png,0.8820286659316428,0.7889546351084813,0.8,0.9828009828009828
220,184.png,0.742798353909465,0.5908346972176759,0.8167420814479638,0.6811320754716981
221,2060.png,0.0,0.0,0.0,0.0
222,159.png,0.8364022662889519,0.7188070602556299,0.7205613178767541,0.9966244725738397
223,512.png,0.9701338825952626,0.942,0.9453085800301053,0.9962982548915917
224,2732.png,0.6265822784810127,0.45622119815668205,0.5033898305084745,0.8296089385474861
225,2994.png,0.0,0.0,0.0,0.0
226,2394.png,0.24968474148802017,0.14265129682997119,0.17439812096300647,0.4393491124260355
227,1420.png,0.8836206896551724,0.7915057915057915,0.7915057915057915,1.0
228,1814.png,0.8802946593001841,0.7861842105263158,0.956,0.8156996587030717
229,782.png,0.927225282690635,0.8643243243243244,0.9394829612220916,0.9152833428734974
230,1437.png,0.9077936333699231,0.8311557788944723,0.9845238095238096,0.8421588594704684
231,2300.png,0.31932773109243695,0.19,0.657439446366782,0.21087680355160932
232,2801.png,0.8401592718998863,0.7243746934771947,0.9710716633793557,0.7403508771929824
233,2418.png,0.8242539081004263,0.7010475423045931,0.7010475423045931,1.0
234,1955.png,0.5822339489885664,0.4106699751861042,0.4116915422885572,0.993993993993994
235,1342.png,0.8439490445859873,0.7300275482093664,0.7300275482093664,1.0
236,1585.png,0.973358348968105,0.9480994152046783,0.9840667678300455,0.9628804751299184
237,6.png,0.5841584158415841,0.4125874125874126,0.4125874125874126,1.0
238,718.png,0.644808743169399,0.47580645161290325,0.4829467939972715,0.9698630136986301
239,437.png,0.9134328358208955,0.8406593406593407,0.8895348837209303,0.9386503067484663
240,1792.png,0.8131868131868132,0.6851851851851852,0.7789473684210526,0.8505747126436781
241,1681.png,0.9077441077441077,0.8310727496917386,0.8425,0.983941605839416
242,750.png,0.9038499506416584,0.8245677233429395,0.8531494595601938,0.9609571788413098
243,1826.png,0.9372979961215255,0.8819951338199513,0.9385113268608414,0.9360877985797289
244,2061.png,0.914332784184514,0.842185128983308,0.8823529411764706,0.9487179487179487
245,2858.png,0.8735955056179775,0.7755610972568578,0.7843631778058008,0.9857369255150554
246,2101.png,0.6947179946284691,0.532235939643347,0.9216152019002375,0.5574712643678161
247,1006.png,0.8083916083916084,0.6784037558685446,0.7083333333333334,0.9413680781758957
248,2808.png,0.7542857142857143,0.6055045871559633,0.9974811083123426,0.6064318529862175
249,1803.png,0.616822429906542,0.44594594594594594,0.44594594594594594,1.0
250,1491.png,0.8775981524249422,0.7818930041152263,0.8636363636363636,0.892018779342723
251,3012.png,0.0,0.0,0.0,0.0
252,2566.png,0.6003976143141153,0.4289772727272727,0.4289772727272727,1.0
253,841.png,0.9499358151476252,0.9046454767726161,0.9724047306176085,0.9284818067754078
254,2922.png,0.9495565410199557,0.903957783641161,0.9878892733564014,0.9140875133404482
255,2359.png,0.8804523424878837,0.7864357864357865,0.9578207381370826,0.8146487294469357
256,1304.png,0.613682092555332,0.4426705370101596,0.45795795795795796,0.9298780487804879
257,1063.png,0.8413098236775819,0.7260869565217392,0.7260869565217392,1.0
258,769.png,0.8467309753483387,0.7342007434944238,0.933806146572104,0.7745098039215687
259,2246.png,0.0,0.0,0.0,0.0
260,2362.png,0.4756898817345598,0.3120689655172414,0.3120689655172414,1.0
261,550.png,0.7755102040816326,0.6333333333333333,0.6394230769230769,0.9851851851851852
262,2878.png,0.9094827586206896,0.83399209486166,0.8787090057261843,0.9424902289223898
263,1021.png,0.7748439750360058,0.6324451410658307,0.636435331230284,0.9901840490797545
264,197.png,0.841936957514847,0.7270216962524655,0.7273086029992107,0.9994577006507592
265,1274.png,0.9010695187165776,0.8199513381995134,0.8403990024937655,0.9711815561959655
266,915.png,0.7489433643279797,0.5986486486486486,0.6127247579529738,0.9630434782608696
267,2360.png,0.6237234878240377,0.4531963470319635,0.48951911220715166,0.8593073593073594
268,1553.png,0.8120035304501324,0.6835066864784547,0.688622754491018,0.989247311827957
269,2262.png,0.9543397778691897,0.912667191188041,0.9547325102880658,0.9539473684210527
270,2096.png,0.8223938223938224,0.6983606557377049,0.7357512953367875,0.9321663019693655
271,2385.png,0.9165534112530579,0.845960863020572,0.8713178294573644,0.966743119266055
272,2073.png,0.7287185975058739,0.5732158089280637,0.6911210147411725,0.7706422018348624
273,979.png,0.728421052631579,0.5728476821192053,0.5805369127516778,0.9774011299435028
274,1658.png,0.0136986301369863,0.006896551724137931,0.006896551724137931,1.0
275,864.png,0.7283540318348785,0.5727647867950482,0.5908059023836549,0.9493844049247606
276,2571.png,0.83163512857836,0.7117940199335548,0.7117940199335548,1.0
277,1269.png,0.8538011695906432,0.7448979591836735,0.7448979591836735,1.0
278,985.png,0.4158415841584158,0.2625,0.2631578947368421,0.9905660377358491
279,847.png,0.07897793263646923,0.041112454655380895,0.041112454655380895,1.0
280,1218.png,0.10526315789473684,0.05555555555555555,0.05555555555555555,1.0
281,926.png,0.9357541899441341,0.8792650918635171,0.9571428571428572,0.9153005464480874
282,2029.png,0.8606451612903225,0.7553793884484711,0.7856301531213192,0.9514978601997147
283,559.png,0.0,0.0,0.0,0.0
284,16.png,0.8786127167630058,0.7835051546391752,0.8172043010752689,0.95
285,1972.png,0.8648648648648649,0.7619047619047619,0.847457627118644,0.8830022075055187
286,2837.png,0.0,0.0,0.0,0.0
287,1050.png,0.9195402298850575,0.851063829787234,0.8551576696953501,0.9944064636420137
288,2971.png,0.8874334834220221,0.797645327446652,0.8455538221528861,0.9336778639104221
289,1988.png,0.4722969338353954,0.30915492957746477,0.9669603524229075,0.3124555160142349
290,949.png,0.8310911808669657,0.710997442455243,0.7493261455525606,0.9328859060402684
291,2633.png,0.0,0.0,0.0,0.0
292,1410.png,0.0,0.0,0.0,0.0
293,1118.png,0.9334741288278775,0.8752475247524752,0.9285714285714286,0.9384288747346072
294,1185.png,0.9686544342507645,0.9392142327650111,0.9399109792284867,0.999211356466877
295,1726.png,0.8923669636407416,0.8056521739130434,0.9083333333333333,0.8769522006625651
296,880.png,0.9205921938088829,0.8528678304239401,0.9243243243243243,0.9168900804289544
297,2951.png,0.9664970313825275,0.9351661879359868,0.976017130620985,0.9571608567828643
298,2269.png,0.028050490883590462,0.01422475106685633,0.022271714922048998,0.03787878787878788
299,1555.png,0.9208333333333333,0.8532818532818532,0.9650655021834061,0.8804780876494024
300,2968.png,0.912043301759134,0.8383084577114428,0.9241316270566727,0.9002671415850401
301,948.png,0.8205128205128205,0.6956521739130435,0.6989079563182528,0.9933481152993349
302,262.png,0.9224762967094255,0.8561076604554866,0.9148230088495575,0.9302587176602924
303,2090.png,0.8550541262477155,0.7468074656188605,0.8799189814814815,0.831555920153131
304,2285.png,0.5684024713150927,0.3970406905055487,0.40224859462835727,0.968421052631579
305,1262.png,0.8864569083447332,0.7960687960687961,0.9908256880733946,0.801980198019802
306,2098.png,0.0,0.0,0.0,0.0
307,1662.png,0.8134328358208955,0.6855345911949685,0.7124183006535948,0.9478260869565217
308,1739.png,0.9308578745198464,0.8706586826347306,0.9565789473684211,0.9064837905236908
309,557.png,0.8590774439272112,0.7529673590504451,0.8238636363636364,0.8974358974358975
310,2718.png,0.9398612181958366,0.8865454545454545,0.9636363636363636,0.9172310007524455
311,2172.png,0.011246485473289597,0.005655042412818096,0.005655042412818096,1.0
312,2729.png,0.8961772371850565,0.8118850846123573,0.8118850846123573,1.0
313,361.png,0.9106052193225985,0.835881753312946,0.841025641025641,0.9927360774818402
314,2647.png,0.0,0.0,0.0,0.0
315,2489.png,0.9009797060881736,0.8198026106335562,0.8208479438954415,0.9984490112446684
316,822.png,0.8739495798319328,0.7761194029850746,0.8571428571428571,0.8914285714285715
317,2305.png,0.8689788053949904,0.768313458262351,0.7861708309122604,0.9712849964106246
318,2655.png,0.8073788073788074,0.676978417266187,0.6794223826714801,0.9947145877378436
319,2957.png,0.8489736070381232,0.7375796178343949,0.829512893982808,0.8693693693693694
320,1194.png,0.86875,0.7679558011049724,0.7679558011049724,1.0
321,2198.png,0.9245503387059099,0.8596872284969591,0.9602134885977681,0.8914414414414414
322,2497.png,0.0,0.0,0.0,0.0
323,1867.png,0.8464203233256351,0.7337337337337337,0.7337337337337337,1.0
324,2345.png,0.8845302119582411,0.792966534316506,0.9539406345957011,0.8245355352403421
325,1561.png,0.8272357723577236,0.7053726169844021,0.9830917874396136,0.7140350877192982
326,3035.png,0.9475077194530216,0.9002514668901928,0.9347258485639687,0.960644007155635
327,2789.png,0.8359194453615054,0.7180941576857629,0.7405674173735011,0.9594543387646836
328,593.png,0.939,0.8850141376060321,0.8850141376060321,1.0
329,2190.png,0.8853360838920405,0.7942628007402838,0.8198026106335562,0.9622571001494769
330,12.png,0.9731958762886598,0.9477911646586346,0.9687018984094408,0.9777317452097359
331,580.png,0.9220380601596071,0.8553530751708428,0.8662053056516724,0.9855643044619422
332,2006.png,0.8279737745863254,0.7064464571124134,0.876984126984127,0.7841513897102307
333,1902.png,0.854627539503386,0.7461568782026015,0.8383525243578388,0.8715469613259669
334,2825.png,0.8934131736526946,0.8073593073593074,0.9325,0.8574712643678161
335,730.png,0.8554336989032901,0.7473867595818815,0.9742619227857684,0.7624407582938388
336,3010.png,0.34892541087231355,0.2113323124042879,0.2113323124042879,1.0
337,1616.png,0.0,0.0,0.0,0.0
338,1590.png,0.8364153627311522,0.7188264058679706,0.7676240208877284,0.91875
339,1087.png,0.0,0.0,0.0,0.0
340,702.png,0.832425068119891,0.7129521586931156,0.7129521586931156,1.0
341,2263.png,0.9700975763298709,0.9419315403422983,0.9649342517219787,0.9753164556962025
342,479.png,0.8939641109298532,0.8082595870206489,0.8404907975460123,0.9547038327526133
343,2411.png,0.8801213960546282,0.7859078590785907,0.7894736842105263,0.9942857142857143
344,3029.png,0.0,0.0,0.0,0.0
345,1539.png,0.9673808145145725,0.9368224299065421,0.9586840091813313,0.9762368523568368
346,3001.png,0.8306585500830105,0.7103644107903455,0.7103644107903455,1.0
347,2503.png,0.9322813938198553,0.8731527093596059,0.9792817679558011,0.8895859473023839
348,2403.png,0.8713496448303079,0.772027972027972,0.8034934497816594,0.9517241379310345
349,2429.png,0.8430601753855458,0.7286983795086251,0.8147282291057861,0.8734335839598998
350,1795.png,0.7661691542288557,0.6209677419354839,0.6376811594202898,0.9595015576323987
351,2182.png,0.8975027953783079,0.8140635564570656,0.8212824010914052,0.9893179950698439
352,1542.png,0.8909819639278557,0.8033971810625226,0.8385514900037722,0.950406156477127
353,1520.png,0.7858407079646018,0.6472303206997084,0.8571428571428571,0.7254901960784313
354,246.png,0.9043715846994536,0.8254364089775561,0.9650145772594753,0.8508997429305912
355,250.png,0.9261862917398945,0.8625204582651391,0.9023972602739726,0.9512635379061372
